,DCT,TransferLearning,UpdateLayerInFitter,UpdateLayerInModel,Load_model,LoadedFileName,n_epochs,QualityNum,UserName,SavedFile,num_workers,batch_size,lr,verbose,verbose_step,step_scheduler,validation_scheduler,SchedulerClass,mode,factor,patience,threshold,threshold_mode,cooldown,min_lr,eps,train_loss,train_score,train_time,validation_loss,validation_score,validation_time,epoch
0,False,False,False,True,True,1model-q95-epoch24/1model_Q95_epoch24.bin,1,95,Tarek,Q95_E27_loss1631_score0722,4,16,0.0002,False,1,False,True,<class 'torch.optim.lr_scheduler.ReduceLROnPlateau'>,min,0.5,5,0.0001,abs,0,1e-12,1e-12,0.81368,0.84397,2969.84240,1.63089,0.72200,237.60996,27
