,DCT,TransferLearning,UpdateLayerInFitter,UpdateLayerInModel,Load_model,LoadedFileName,n_epochs,QualityNum,UserName,SavedFile,num_workers,batch_size,lr,verbose,verbose_step,step_scheduler,validation_scheduler,SchedulerClass,mode,factor,patience,threshold,threshold_mode,cooldown,min_lr,eps,train_loss,train_score,train_time,validation_loss,validation_score,validation_time,epoch
0,False,False,False,True,True,1model-q95-epoch24/1model_Q95_epoch24.bin,1,95,Tarek,Q95_E27_loss1505_score0807,4,16,0.0002,False,1,False,True,<class 'torch.optim.lr_scheduler.ReduceLROnPlateau'>,min,0.5,5,0.0001,abs,0,1e-12,1e-12,0.85495,0.85147,5.09315,1.50527,0.80726,1.14262,27
